state_name,district_name,id,value
Punjab,Chamba,1,
Punjab,Nabha,2,
Punjab,Dujana,3,
Punjab,Patiala,4,
Punjab,Loharu,5,
Punjab,Delhi,6,
Punjab,Rohtak,7,
Punjab,Pataudi,8,
Punjab,Gurgaon,9,
Punjab,Hissar,10,
Punjab,Kangra,11,
Punjab,Gurdaspur,12,
Punjab,Amritsar,13,
Punjab,Hoshiarpur,14,
Punjab,Kapurthala,15,
Punjab,Jullundur,16,
Punjab,Umballa,17,
Punjab,Sirsa,18,
Punjab,Ludhiana,19,
Punjab,Ferozepur,20,
Punjab,Karnal,21,
Punjab,Jind,22,
Punjab,Maler Kotla,23,
Punjab,Faridkot,24,
Punjab,Bashahr,25,
Punjab,Simla,26,
Punjab,Mandi,27,
Punjab,Suket,28,
Punjab,Nalagarh,29,
Punjab,Bilaspur,30,
Punjab,Jubbal,31,
Punjab,Kalsia,32,
Punjab,Nahan,33,
North West Province,Garhwal,34,
North West Province,Garhwal,35,
North West Province,Bijnor,36,
North West Province,Tarai,37,
North West Province,Almora,38,
North West Province,Meerut,39,
North West Province,Muzaffarnagar,40,
North West Province,Dehra,41,
North West Province,Saharanpur,42,
North West Province,Budaun,43,
North West Province,Rampur,44,
North West Province,Moradabad,45,
North West Province,Kheri,46,
North West Province,Pilibhit,47,
North West Province,Bareilly,48,
North West Province,Shahjahanpur,49,
Rajputana Agency,Bickaneer,50,
Rajputana Agency,Jeysulmere,51,
Rajputana Agency,Jeypore,52,
Rajputana Agency,Ulwur,53,
Rajputana Agency,Bhuratpore,54,
Rajputana Agency,Dholpur,55,
Rajputana Agency,Kerowlee,56,
Ajmer Merwara,Ajmer,57,
Ajmer Merwara,Merwara,58,
Rajputana Agency,Kishengurh,59,
Rajputana Agency,Lawa,60,
Rajputana Agency,Shahpoora,61,
Rajputana Agency,Boondee,62,
Rajputana Agency,Jhallawar,63,
Rajputana Agency,Kotah,64,
Central India Agency,Mehidpur (Indore),65,
Central India Agency,Jaora,66,
Central India Agency,Sitamau,67,
Rajputana Agency,Oodeypora,68,
Rajputana Agency,Partabgarh,69,
Rajputana Agency,Dungarpur,70,
Rajputana Agency,Banswara,71,
Central India Agency,Mandsaur (Gwalior),72,
Central India Agency,Rampura (Indore),73,
Bombay Presidency,Palanpur,74,
Baroda,Kadi,75,
Bombay Presidency,Kankrej (Thara),76,
Bombay Presidency,Cutch,77,
Bombay Presidency,Suigam,78,
Bombay Presidency,Wao,79,
Bombay Presidency,Tharad,80,
Bombay Presidency,Diodar,81,
Rajputana Agency,Jodhpore (Marwar),82,
Bombay Presidency,Bantwa,83,
Baroda,Amreli,84,
Bombay Presidency,Porbandar,85,
Bombay Presidency,Gondal,86,
Bombay Presidency,Jetpur,87,
Bombay Presidency,Virpur,88,
Bombay Presidency,Kotra Sangani,89,
Bombay Presidency,Nawanagar,90,
Bombay Presidency,Dhrol,91,
Bombay Presidency,Rajkot,92,
Bombay Presidency,Khairasra,93,
Bombay Presidency,Radhanpur,94,
Bombay Presidency,Wankaner,95,
Bombay Presidency,Morvi,96,
Bombay Presidency,Malia,97,
Bombay Presidency,Dhrangadra,98,
Bombay Presidency,Bagasra,99,
Bombay Presidency,Jafrabad,100,
Bombay Presidency,Junagarh,101,
Bombay Presidency,Palitana,102,
Bombay Presidency,Jasdan,103,
Bombay Presidency,Lathi,104,
Bombay Presidency,Eastern Kathiawar Agency,105,
Bombay Presidency,Bhavnagar,106,
Bombay Presidency,Mahi Kantha Agency,107,
Central India Agency,Dewas,108,
Central India Agency,Ujjain (Gwalior),109,
Central Province,Chhindwara,110,
Central India Agency,Barwani,111,
Central India Agency,Mathwar,112,
Central India Agency,Sailana,113,
Central India Agency,Rutlam,114,
Central India Agency,Bori,115,
Central India Agency,Jhabua,116,
Central India Agency,Jobat,117,
Central India Agency,Ali-Rajpur,118,
Central India Agency,Indore,119,
Central India Agency,Dhar,120,
Central India Agency,Kukshi (Indore),121,
Central India Agency,Amjhera (Gwalior),122,
Rajputana Agency,Tonk,123,
Central India Agency,Khaniadhana,124,
Central India Agency,Datia,125,
Central India Agency,Samthar,126,
Central India Agency,Gwalior,127,
Central India Agency,Nemawar (Indore),128,
Central India Agency,Bhopal,129,
Central India Agency,Narsinghgarh,130,
Central India Agency,Khilchipur,131,
Central India Agency,Shajapur (Gwalior),132,
Central India Agency,Rajgarh,133,
Bombay Presidency,Panch Mahals,134,
Bombay Presidency,Bariya,135,
Bombay Presidency,Pandu Mehwas,136,
Bombay Presidency,Kadana,137,
Bombay Presidency,Sunth,138,
Bombay Presidency,Sanjeli,139,
Bombay Presidency,Kaira,140,
Bombay Presidency,Balasinor,141,
Bombay Presidency,Lunavada,142,
Bombay Presidency,Ahmedabad,143,
North West Province,Lalitpur,144,
Central Province,Saugor,145,
Central Province,Makrai,146,
Central Province,Hoshangabad,147,
Berar,Akola,148,
Berar,Buldana,149,
Berar,Basim,150,
Berar,Yeotmal (Wun),151,
Berar,Amraoti,152,
Berar,Ellichpur,153,
Central Province,Nimar,154,
Central Province,Betul,155,
Central Province,Damoh,156,
Central Province,Narsinghpur,157,
Central Province,Jubbulpore,158,
Central Province,Seoni,159,
Central Province,Mandla,160,
Central Province,Wardha,161,
Central Province,Nagpur,162,
Central Province,Bhandara,163,
Central Province,Bilaspur,164,
Central Province,Chanda,165,
Central Province,Raipur,166,
Central Province,Nandgaon,167,
Central Province,Chhui Khadan,168,
Central Province,Balaghat,169,
Central Province,Kanker,170,
Bombay Presidency,Chota Udepur,171,
Bombay Presidency,Combay,172,
Baroda,Baroda,173,
Bombay Presidency,Surat,174,
Baroda,Nawsari,175,
Bombay Presidency,Sankheda Mehwas,176,
Bombay Presidency,Mewas,177,
Bombay Presidency,Broach,178,
Bombay Presidency,Rajpipla,179,
Bombay Presidency,Khandesh,180,
Bombay Presidency,Dangs,181,
Bombay Presidency,Bansda,182,
Bombay Presidency,Dharampur,183,
Bombay Presidency,Nasik,184,
Bombay Presidency,Jawahar,185,
Bombay Presidency,Thana,186,
Bombay Presidency,Ahmednagar,187,
Bombay Presidency,Janjira,188,
Bombay Presidency,Kolaba,189,
Bombay Presidency,Bhor,190,
Bombay Presidency,Poona,191,
Bombay Presidency,Phaltan,192,
Bombay Presidency,Sawantvadi,193,
Bombay Presidency,Ratnagiri,194,
Bombay Presidency,Oundh,195,
Bombay Presidency,Satara,196,
Bombay Presidency,Miraj,197,
Bombay Presidency,Kolhapur,198,
Bombay Presidency,Akalkot,199,
Bombay Presidency,Sholapur,200,
Bombay Presidency,Kaladgi,201,
Bombay Presidency,Ramdurg,202,
Bombay Presidency,Mudhol,203,
Bombay Presidency,Jamkhandi,204,
Bombay Presidency,Jat,205,
Bombay Presidency,Sangli,206,
Bombay Presidency,Kanara,207,
Bombay Presidency,Belgaum,208,
Bombay Presidency,Savanur,209,
Bombay Presidency,Dharwar,210,
Mysore,Tumkur,211,
Mysore,Chitaldroog,212,
Mysore,Shimoga,213,
Mysore,Kolar,214,
Mysore,Bangalore,215,
Mysore,Kadur,216,
Mysore,Mysore,217,
Mysore,Hassan,218,
Madras Presidency,South Canara,219,
Madras Presidency,Travancore,220,
Madras Presidency,Cochin,221,
Madras Presidency,Malabar,222,
Madras Presidency,The Nilgiris,223,
Madras Presidency,Tinnevelly,224,
Madras Presidency,Madura,225,
Madras Presidency,Pudukota,226,
Madras Presidency,Tanjore,227,
Madras Presidency,South Arcot,228,
Madras Presidency,Coimbatore,229,
Madras Presidency,Trichinopoly,230,
Madras Presidency,Salem,231,
Madras Presidency,North Arcot,232,
Madras Presidency,Madras,233,
Madras Presidency,Chingleput,234,
Madras Presidency,Sandur,235,
Madras Presidency,Bellary,236,
Madras Presidency,Anantapur,237,
Madras Presidency,Cuddapah,238,
Madras Presidency,Banganpalle,239,
Madras Presidency,Nellore,240,
Madras Presidency,Kurnool,241,
Madras Presidency,Kistna,242,
Madras Presidency,Godavari,243,
Madras Presidency,Vizagapatam,244,
Central Province,Bastar,245,
Hyderabad,Sirpur Tandur,246,
Hyderabad,Elgandal,247,
Hyderabad,Lingsugur,248,
Hyderabad,Raichor,249,
Hyderabad,Shorapur,250,
Hyderabad,Gulbarga,251,
Hyderabad,Bidar,252,
Hyderabad,Naldrug,253,
Hyderabad,Parbhaini,254,
Hyderabad,Birh,255,
Hyderabad,Aurangabad,256,
Hyderabad,Nander,257,
Hyderabad,Mehdak,258,
Hyderabad,Indor,259,
Hyderabad,Khamam,260,
Hyderabad,Nagar Karnul,261,
Hyderabad,Nalgonda,262,
Bengal Province,Balasore,263,
Bengal Province,Nilgiri,264,
Bengal Province,Mohurbhun,265,
Madras Presidency,Ganjam,266,
Bengal Province,Cuttack,267,
Central Province,Rairakhol,268,
Central Province,Bamra,269,
Central Province,Sonpur,270,
Central Province,Kalahandi,271,
Central Province,Sambalpur,272,
Central Province,Patna,273,
Central Province,Raigarh,274,
Central Province,Sarangarh,275,
Bengal Province,Pooree,276,
Bengal Province,Noyagur,277,
Bengal Province,Narsingpur,278,
Bengal Province,Banki,279,
Bengal Province,Atgur,280,
Bengal Province,Tigria,281,
Bengal Province,Baramba,282,
Bengal Province,Khundpara,283,
