"state_name","district_name","area_sq_km","perimeter_km","bbox_xmin","bbox_ymin","bbox_xmax","bbox_ymax","centroid_lon","centroid_lat","num_vertices","compactness"
"Punjab","Punjab",8253.80986,413.442048708775,75.8239877316187,32.1355554162351,77.0722151040144,33.1383888888421,76.4685889239041,32.643845927447,95,0.60678527877257
"Punjab","Punjab",3153.0694,244.856246582851,76.4779281674553,31.1521929150843,77.2025038040093,31.797625358112,76.834812710818,31.4747967438486,82,0.66087757953275
"Punjab","Punjab",5531.21447,353.990113569455,75.3965750685689,30.7475650426891,76.4920375341446,31.8980147022779,75.9211893097298,31.3316562021156,88,0.55468713869207
"Punjab","Punjab",30643.88324,1097.82391641785,75.4938282523185,31.121948019236,78.6396697151588,32.957937973094,77.1823022974594,32.0479783040464,317,0.31951281932665
"Punjab","Punjab",2017.29275,279.12848187102,74.8630942453733,30.8516927513671,75.967895042306,31.4774650332932,75.3563099948203,31.1286196574489,91,0.32536473926799
"Punjab","Punjab",4726.62909,336.887951709776,74.5004410983088,31.3998385354325,75.7047716742405,32.2978517648508,75.1716787134002,31.8051365013793,83,0.5233478311737
"Punjab","Punjab",4353.02657,307.181572025077,74.3921444750708,30.9096076968355,75.3146963913571,31.7206378494903,74.7946587611324,31.2987955004526,89,0.57971009685571
"Punjab","Punjab",4006.85282,353.067497942706,74.7949570601699,30.7048831071881,76.1539545311413,31.3416095401379,75.5549874772118,30.9325287702322,96,0.40392224768964
"Punjab","Punjab",2819.8622,302.375211740064,74.3779036083366,27.84463982821,76.9032753065898,30.4861123813529,75.0441579641113,29.8564290954248,102,0.38756573992901
"Punjab","Punjab",3161.12399,525.383288594456,74.9177528997846,27.7626508806493,76.6536410022703,30.4355894096298,75.7642203574001,29.4565882984296,183,0.14391262199435
"Central Province","Central Province",12555.1803,650.131622626376,79.884465370914,22.2515678709343,81.6048381416364,23.3851000287195,80.6454732089352,22.7679457270029,184,0.37327614507063
"Bengal Province","Bihar",14378.44087,566.723492041672,87.0453837235897,25.0588539953933,88.4746018327563,26.5071501390741,87.6148002137159,25.8412209124035,190,0.56257344525538
"Punjab","Punjab",999.65699,156.619380678921,76.6524313629876,31.0334760203364,77.2918133273738,31.3195145454543,76.95871416337,31.1515335849429,46,0.51211779560694
"Punjab","Punjab",2926.90546,230.342930540104,76.9366323048721,30.1544345026748,77.7152264753395,30.7699570217408,77.3222448275218,30.4389140262656,71,0.69321632775012
"Punjab","Punjab",590.45405,99.556590286541,77.3185232465302,30.5276991601978,77.6684400350278,30.7572526660623,77.510011269891,30.647618628376,29,0.7486105506639
"Punjab","Punjab",208.26686,92.097526841013,76.8883392443559,30.7306046231784,77.5156277798079,30.9274353499673,77.2576802805072,30.8522146922537,51,0.30855607564978
"Punjab","Punjab",673.56863,102.932223123809,76.4769921844923,30.6765740445179,76.7713571348427,31.003218673741,76.6372638154513,30.8639828502083,38,0.79889373281414
"Punjab","Punjab",4385.16383,435.663661090995,76.3277513305723,29.7823950942626,77.4433657331235,30.8260976974736,76.8454344902732,30.2586269115904,159,0.29033073542836
"Punjab","Punjab",3521.6039,323.563306835295,75.2200365779518,30.3175658744242,76.3639529249284,30.8286144868548,75.7820856759299,30.5871630227211,110,0.42269960222621
"Punjab","Punjab",14204.01475,1336.83260594617,74.6763519439106,27.630018974834,76.7898636795906,30.7134795282819,75.847324619821,29.6818275698119,506,0.0998773289318
"Punjab","Punjab",477.14552,85.801407197767,75.5826267062242,30.1641848262493,75.8401492302053,30.4348527254063,75.7085155820957,30.3095083579767,43,0.81446400822996
"Punjab","Punjab",3532.12742,460.322251029577,75.6483841181776,28.2360066842223,76.6722304203807,30.0811260594911,76.1683100645187,28.8775647230858,173,0.20947022053753
