"state_name","district_name","area_sq_km","perimeter_km","bbox_xmin","bbox_ymin","bbox_xmax","bbox_ymax","centroid_lon","centroid_lat","num_vertices","compactness"
"Punjab","Chamba",8297.71893,481.216455012437,75.7403171377129,32.0367809846396,77.1397405810443,33.129650677188,76.4412285101335,32.573001112383,96,0.45028517089522
"Punjab","Nabha",3751.51422,600.023927004513,74.9724310275733,27.7283581170769,76.6537072371639,30.5017290675067,75.832852540452,29.4317652823641,155,0.13094210646948
"Punjab","Dujana",316.02358,105.622913759254,76.2799362482402,28.1638559879617,76.7233442273608,28.5583159336729,76.50270093534,28.379840713265,34,0.35596973100444
"Punjab","Patiala",13565.5427,1348.36926148007,74.6669565660352,27.6660918017806,76.8969995512301,30.6573209910687,75.8771996630842,29.743367968186,351,0.09376253697524
"Punjab","Loharu",505.97102,95.121282985065,75.5789645688667,28.2554257853139,75.7994720581195,28.5643548976352,75.6921302524787,28.4203453401995,26,0.70271643165342
"Punjab","Delhi",3435.51258,301.972445940959,76.7406475203641,28.1638495469915,77.4670045041996,29.0292301705206,77.0575566654021,28.5927709113309,79,0.47344198982493
"Punjab","Rohtak",4186.59635,362.700151890291,76.1904483847607,28.1939790994331,76.9057143577602,29.0881332491593,76.5581032291792,28.6488042044735,116,0.39992216972144
"Punjab","Pataudi",87.36106,36.567186319528,76.6321926489643,28.1302460309334,76.7604599452685,28.2281943517726,76.7010576972914,28.1743271913985,15,0.82100286987888
"Punjab","Gurgaon",4716.1436,401.68455966051,76.3467929436103,27.5537669364448,77.517676981754,28.3459739898319,77.029092693504,28.0022005515166,97,0.36730480359915
"Punjab","Hissar",8225.29528,475.94712044155,75.2527660954456,28.5026995662851,76.4861091486388,30.8283921957097,75.7612214620307,29.1510320100511,115,0.45629315586776
"Punjab","Kangra",28217.80139,1111.70464184491,75.5431042577181,31.1447901206168,78.6941330021471,32.9603731930414,77.298010076537,32.0918071392784,256,0.28691562393629
"Punjab","Gurdaspur",3854.40834,329.653208115597,74.6564351403274,31.408151080328,75.8269854162716,32.3123275173955,75.2677101521207,31.8541341953823,51,0.44571061055356
"Punjab","Amritsar",5195.41695,312.487292775137,74.3921444750708,30.9675896220521,75.3310924882005,31.8238704675139,74.8166985113644,31.3781265381555,62,0.66859873054097
"Punjab","Hoshiarpur",5611.20992,355.623188341122,75.4517245514538,30.781722141923,76.5330091855323,31.9472968235615,75.9759682115243,31.3992370474638,68,0.55755310329996
"Punjab","Kapurthala",1949.99121,268.8926400737,74.9924603348461,30.9534849684973,76.016044657428,31.5444663727954,75.4384643937725,31.200634398299,51,0.33891023670111
"Punjab","Jullundur",4570.72086,381.496892341035,74.8444905495022,30.7146442226699,76.2431279100339,31.4218972631354,75.5738619101497,30.9757865675082,85,0.39465040620481
"Punjab","Umballa",4080.66671,448.480743094061,76.3926880299325,29.8001308185284,77.3126195714116,30.8921726019539,76.8570675634109,30.2907806204506,135,0.25494904470199
"Punjab","Sirsa",6945.73594,482.186981612231,73.8632240958106,29.0585538232911,75.3060328107097,30.138643893607,74.6540295635078,29.5980169143161,95,0.37540250896846
"Punjab","Ludhiana",3336.24383,334.426795354424,75.2344481583104,30.3232436217775,76.3933123140548,30.8362051660309,75.7357863820249,30.6032469732716,80,0.37485690313387
"Punjab","Ferozepur",8067.40796,580.746035095091,73.8771091141898,29.8999568588971,75.6058291693056,30.9775927281393,74.6211845593581,30.4912535229291,136,0.30058781834025
"Punjab","Karnal",7972.20848,470.364253469116,76.1215549070288,28.9890079345838,77.2188460347473,30.0026335763259,76.7146880874867,29.5306236180252,127,0.45281404945876
"Punjab","Jind",3765.44969,518.258504836734,75.6661613454135,28.2765194417611,76.6660907583648,30.175322027455,76.1330582749881,28.941965767829,152,0.1761707641737
"Punjab","Maler Kotla",545.0718,91.688160239114,75.586196212654,30.1888269125987,75.8789008709324,30.4615304200004,75.7349268138507,30.3419893124205,24,0.81477381723299
"Punjab","Faridkot",2253.79371,250.219956307866,74.3640986227759,29.8786430752199,75.0768052696171,30.5460879009556,74.7410715921874,30.2120769659955,64,0.45235577363914
"Punjab","Bashahr",8363.40212,502.676325823218,77.4636545415944,30.9572412593569,79.0175993589679,31.9934908427746,78.2871704021668,31.3969386376416,103,0.41592591278857
"Punjab","Simla",154.04369,66.6651714923,76.9493039453687,30.8871145073401,77.5421222157537,31.0932149092441,77.2732839136593,30.9999639696117,23,0.43556781581563
"Punjab","Mandi",3331.82362,275.757109165134,76.542833166389,31.2128005981405,77.276296590868,31.894526412278,76.8990561371524,31.5270143016841,70,0.55060282057228
"Punjab","Suket",1017.2935,168.055768317114,76.7521242054838,31.0004473181475,77.3212626118369,31.3909298274724,77.0086294155949,31.1699527039083,45,0.45263620307848
"Punjab","Nalagarh",867.87064,120.087415264625,76.4619743748534,30.7374195077807,76.8608601713047,31.0472082982471,76.6790877289274,30.9015133409174,30,0.75625780200773
"Punjab","Bilaspur",1168.40645,154.282760977835,76.37380289824,31.0016958813855,76.8791979736905,31.3726458509342,76.6324301899676,31.1593198243259,41,0.61683499613404
"Punjab","Jubbal",915.76033,126.753125425029,77.339800078795,30.5634375873394,77.7821029786646,30.8398828226234,77.5554791774425,30.6964960963581,23,0.71626599898431
"Punjab","Kalsia",594.47179,105.982302281884,77.1957226290191,29.964718109968,77.5337764624726,30.2873999056274,77.3438072552871,30.146237638061,25,0.66508080394298
"Punjab","Nahan",3850.89708,308.437912640467,76.7421720354667,30.2026219909003,77.8029725255435,30.8339049271021,77.2748637934386,30.5194013301997,78,0.5086701635686
